,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
995,9,6,7,1,3,0
996,19,7,11,1,2,1
997,18,6,9,3,3,1
998,19,6,11,6,4,1
999,9,6,9,2,2,1
1000,19,6,11,5,4,1
1001,9,6,7,3,3,1
1002,19,6,8,1,3,1
1003,15,6,9,7,4,0
1004,18,6,8,3,3,1
1005,27,6,7,4,4,1
1006,15,6,11,7,4,1
1007,15,6,9,7,4,0
1008,26,6,3,3,3,1
1009,15,6,9,7,4,0
1010,18,7,7,3,2,1
1011,5,7,9,7,2,0
1012,10,7,7,6,4,1
1013,19,5,6,7,4,1
1014,5,6,8,6,4,0
1015,19,5,9,2,4,0
1016,9,5,8,2,4,1
1017,19,5,7,6,3,0
1018,18,5,11,7,4,1
1019,18,5,7,6,3,1
1020,19,5,9,7,3,0
1021,9,5,7,6,3,1
1022,18,5,8,3,4,0
1023,9,5,11,3,2,0
1024,19,5,7,7,3,0
1025,18,5,7,6,3,1
1026,19,6,7,3,3,1
1027,9,7,6,6,3,0
1028,18,7,9,6,3,0
1029,1,6,7,6,3,0
1030,12,7,11,6,4,1
1031,18,7,8,7,3,0
1032,19,5,6,5,3,1
1033,19,5,8,3,2,1
1034,5,5,11,6,2,1
1035,15,6,9,7,4,0
1036,5,6,7,6,3,1
1037,15,6,6,7,4,0
1038,15,6,11,7,4,1
1039,1,5,7,6,3,0
1040,19,5,3,2,2,0
1041,27,7,6,3,2,0
1042,0,7,5,7,2,0
1043,5,7,5,7,2,0
1044,12,6,6,3,3,0
1045,9,5,7,7,3,1
1046,19,5,9,5,2,1
1047,19,5,6,6,3,1
1048,19,5,7,3,2,0
1049,19,5,8,7,2,0
1050,19,4,7,3,3,1
1051,0,5,7,7,2,0
1052,18,5,5,6,3,0
1053,18,5,8,7,2,1
1054,27,5,9,3,2,1
1055,0,5,11,7,2,0
1056,20,5,6,5,2,1
1057,19,5,3,1,2,0
1058,9,5,8,4,2,1
1059,2,5,9,1,2,1
1060,18,7,6,6,3,0
1061,27,6,5,6,3,0
1062,18,6,9,3,3,1
1063,18,6,7,3,3,1
1064,9,6,9,6,3,1
1065,18,5,11,6,3,1
1066,15,6,3,7,4,0
1067,15,6,9,7,4,0
1068,15,6,8,7,4,0
1069,15,6,7,7,4,0
1070,15,6,6,7,4,0
1071,15,6,5,7,4,0
1072,9,6,5,4,2,0
1073,9,5,7,6,2,1
1074,5,6,5,6,3,0
1075,15,6,11,7,4,0
1076,9,6,7,3,4,1
1077,15,6,7,7,4,0
1078,15,6,8,7,4,0
1079,20,6,8,1,4,1
1080,15,6,11,7,4,0
1081,15,6,5,7,4,0
1082,19,6,5,6,3,1
1083,10,7,3,7,2,0
1084,19,7,9,7,2,1
1085,19,7,8,7,2,1
1086,19,5,6,6,3,1
1087,5,7,11,4,2,1
1088,27,7,6,4,2,1
1089,10,7,7,7,2,0
1090,27,5,7,4,3,1
1091,18,5,8,6,2,1
1092,19,5,8,1,2,1
1093,18,6,5,6,3,1
1094,9,5,9,7,2,0
1095,9,6,7,3,3,1
1096,9,5,11,6,3,1
1097,9,5,8,1,2,1
1098,27,7,7,3,2,0
1099,9,6,8,1,2,1
1100,15,6,4,2,3,1
1101,27,5,5,6,3,1
1102,10,6,5,4,1,0
1103,27,5,3,3,2,0
1104,18,5,11,7,2,1
1105,15,5,7,1,2,0
1106,5,7,7,7,2,1
1107,18,6,5,3,3,0
1108,18,5,6,7,2,0
1109,18,5,8,6,3,1
1110,18,7,9,1,2,0
1111,27,5,8,7,2,1
1112,19,5,7,1,2,0
1113,19,5,3,1,2,0
1114,19,5,8,0,2,0
1115,18,6,3,3,3,1
1116,19,5,9,7,2,0
1117,18,5,11,3,3,1
1118,15,6,6,7,4,1
1119,27,5,5,3,2,0
1120,19,6,5,4,2,1
1121,15,6,6,7,4,0
1122,19,6,6,4,0,0
1123,15,6,8,7,4,0
1124,9,6,11,1,4,0
1125,15,6,3,7,4,0
1126,15,6,6,7,4,0
1127,5,5,7,7,2,0
1128,9,5,11,7,2,0
1129,5,5,6,7,2,1
1130,19,7,8,6,3,1
1131,18,7,11,3,3,1
1132,27,5,6,6,2,0
1133,18,7,9,4,2,0
1134,19,5,9,7,2,1
1135,27,6,6,4,3,0
1136,9,6,6,1,2,1
1137,9,6,11,6,4,1
1138,18,5,6,7,2,0
1139,19,5,6,7,2,0
1140,10,5,8,0,2,0
1141,27,7,6,6,3,0
1142,18,5,9,7,2,0
1143,19,5,3,7,2,0
1144,19,5,8,6,2,0
1145,18,5,11,7,2,1
1146,18,5,9,7,2,0
1147,27,5,6,3,3,1
1148,10,7,11,2,2,0
1149,15,6,3,7,4,0
1150,19,5,6,6,3,1
1151,27,5,6,6,3,0
1152,27,5,8,7,2,1
1153,19,5,11,5,2,1
1154,19,5,9,3,2,1
1155,18,7,8,4,2,1
1156,15,6,5,7,4,0
1157,15,6,9,7,4,0
1158,15,6,3,7,4,0
1159,15,6,7,7,4,1
1160,15,6,7,7,4,1
1161,27,6,6,4,3,1
1162,15,6,6,7,4,0
1163,27,7,11,6,3,1
1164,19,5,7,2,2,1
1165,19,5,11,1,2,1
1166,18,7,9,6,3,0
1167,18,7,11,2,2,0
1168,18,7,6,3,2,0
1169,19,7,3,1,2,0
1170,9,5,9,6,3,0
1171,9,5,6,6,3,1
1172,18,5,11,6,2,0
1173,19,7,6,3,2,1
1174,1,5,7,7,2,0
1175,9,5,9,7,2,1
1176,19,5,6,7,2,0
1177,18,6,7,3,3,1
1178,2,5,11,7,2,0
1179,18,7,8,4,2,1
1180,18,5,8,3,2,0
1181,27,5,11,4,2,0
1182,19,6,7,6,3,1
1183,19,5,6,2,2,0
1184,18,7,11,7,2,0
1185,9,5,9,7,2,1
1186,18,5,8,3,3,1
1187,15,7,3,7,2,0
1188,18,5,8,7,2,0
1189,19,7,9,7,2,1
1190,9,7,4,4,2,0
1191,18,5,11,6,2,0
1192,18,5,4,7,2,1
1193,27,2,7,6,3,1
1194,19,5,7,4,2,0
1195,27,5,7,7,2,0
1196,9,5,6,7,0,1
1197,19,4,11,5,4,1
1198,9,6,7,4,3,1
1199,27,5,4,6,3,1
1200,10,5,6,4,2,1
1201,19,5,9,4,2,0
1202,18,5,11,3,2,1
1203,15,6,8,7,4,0
1204,15,6,7,7,4,0
1205,15,6,3,7,4,0
1206,15,6,6,7,4,0
1207,18,5,8,6,3,0
1208,15,6,3,7,4,0
1209,9,5,4,3,2,0
1210,10,5,9,7,2,0
1211,18,7,9,3,3,1
1212,18,7,8,7,2,0
1213,27,7,6,6,2,0
1214,9,5,4,7,2,0
1215,5,7,11,6,3,0
1216,9,7,7,7,2,1
1217,19,7,3,7,2,0
1218,18,5,9,3,2,1
1219,9,6,6,6,3,1
1220,18,7,6,0,2,0
1221,27,5,9,4,2,1
1222,18,6,7,1,3,1
1223,18,6,7,6,3,1
1224,9,6,4,4,3,0
1225,27,6,7,6,3,1
1226,18,5,4,7,2,1
1227,18,5,7,7,2,1
1228,18,5,6,3,3,1
1229,27,5,8,6,3,1
1230,19,7,11,4,2,1
1231,9,6,4,6,3,1
1232,19,5,9,3,2,0
1233,27,4,11,4,4,1
1234,15,6,7,7,4,0
1235,15,6,8,7,4,0
1236,15,6,3,7,4,0
1237,5,6,4,6,3,1
1238,18,6,7,6,3,1
1239,18,5,8,3,3,1
1240,9,6,9,6,4,0
1241,5,6,7,6,4,0
1242,15,6,4,7,4,0
1243,15,6,4,7,4,0
1244,15,6,7,6,4,0
1245,19,7,6,6,3,1
1246,18,7,7,7,2,0
1247,18,7,7,6,3,1
1248,18,7,6,7,2,0
1249,18,7,4,6,2,0
1250,9,5,8,2,2,0
1251,20,6,6,6,4,1
1252,9,6,4,7,3,1
1253,5,7,7,3,2,1
1254,27,7,11,4,2,1
1255,18,5,6,6,3,0
1256,9,7,4,3,2,0
1257,10,5,3,6,3,1
1258,10,6,7,6,3,1
1259,5,5,7,6,3,1
1260,9,5,8,7,2,1
1261,9,5,4,6,3,1
1262,9,5,7,6,2,1
1263,18,6,7,2,3,1
1264,27,6,4,3,3,0
1265,9,5,11,6,2,1
1266,19,5,6,3,2,1
1267,18,6,7,6,3,0
1268,27,6,4,3,3,0
1269,15,6,8,7,4,0
1270,15,6,5,7,4,0
1271,15,6,3,7,4,0
1272,15,6,4,7,4,0
1273,5,6,7,6,3,0
1274,18,5,4,2,2,1
1275,18,6,7,3,4,1
1276,15,6,7,7,4,0
1277,15,6,11,7,4,1
1278,15,6,8,7,4,0
1279,18,7,3,7,2,0
1280,18,5,8,6,3,1
1281,9,7,9,1,2,1
1282,18,6,7,6,3,1
1283,18,6,4,3,3,1
1284,15,6,9,7,4,0
1285,9,4,9,6,3,1
1286,9,6,7,2,3,1
1287,19,5,7,7,4,0
1288,1,5,4,1,4,0
1289,18,7,11,6,4,1
1290,18,6,7,6,3,1
1291,25,5,6,6,4,0
1292,18,5,8,6,3,0
1293,18,6,7,6,4,1
1294,9,5,11,3,4,0
1295,18,6,11,3,4,1
1296,19,7,8,7,2,0
1297,9,6,4,6,3,0
1298,5,5,9,1,4,0
1299,18,5,6,2,2,0
1300,15,6,3,7,4,0
1301,15,6,8,7,4,0
1302,15,6,11,7,4,0
1303,9,6,4,2,3,0
1304,15,6,9,7,4,0
1305,9,2,9,6,3,1
1306,15,6,6,7,4,0
1307,9,2,9,6,3,1
1308,0,6,3,7,4,0
1309,19,5,6,6,3,0
1310,15,6,11,7,4,0
1311,15,6,9,7,4,0
1312,18,6,4,2,2,0
1313,18,6,8,6,3,1
1314,25,5,7,7,4,1
1315,18,5,9,5,4,0
1316,15,6,4,7,4,0
1317,9,6,11,4,4,0
1318,18,6,3,6,3,1
1319,1,5,9,6,3,1
1320,19,6,11,6,4,1
1321,18,5,8,7,4,1
1322,27,7,8,7,4,0
1323,5,7,9,1,4,0
1324,18,7,6,3,3,1
1325,18,7,4,5,3,1
1326,27,7,11,4,4,1
1327,18,5,8,3,3,0
1328,5,7,3,6,4,0
1329,18,5,7,6,3,1
1330,27,5,6,4,4,0
1331,18,5,9,5,4,1
1332,18,5,11,6,3,0
1333,18,5,8,1,4,1
1334,18,5,9,6,4,0
1335,18,5,11,7,2,1
1336,27,5,6,4,4,0
1337,1,5,9,3,4,0
1338,19,5,6,1,2,1
1339,12,5,7,7,4,1
1340,18,7,7,4,4,0
1341,9,7,11,6,4,1
1342,18,5,7,3,3,1
1343,5,7,6,6,3,1
1344,18,5,8,4,3,1
1345,0,7,4,7,3,0
1346,18,5,7,3,3,0
1347,9,5,8,7,2,0
1348,20,5,9,7,2,1
1349,18,6,3,6,3,1
1350,27,5,6,4,2,0
1351,18,6,11,6,4,1
1352,19,6,9,6,2,1
1353,5,5,3,7,2,0
1354,19,7,4,7,2,0
1355,18,5,9,7,2,1
1356,19,5,8,7,2,1
1357,18,6,8,6,3,0
1358,18,5,6,2,2,0
1359,18,6,9,6,0,0
1360,15,6,6,7,4,0
1361,15,6,9,7,4,0
1362,9,6,6,4,4,0
1363,15,6,11,7,4,1
1364,15,6,4,7,4,0
1365,15,6,6,7,4,0
1366,27,5,7,7,2,1
1367,18,6,11,4,3,0
1368,27,6,11,3,4,0
1369,9,6,9,3,4,0
1370,15,6,8,7,4,0
1371,9,6,11,2,4,0
1372,18,6,11,3,4,1
1373,15,6,4,7,4,0
1374,15,6,6,7,4,0
1375,27,6,7,4,3,0
1376,9,6,9,6,4,1
1377,18,5,9,6,2,0
1378,18,5,11,6,3,0
1379,19,6,8,7,4,1
1380,18,5,4,7,2,1
1381,19,7,9,2,2,0
1382,15,7,8,7,2,0
1383,20,2,9,7,2,1
1384,18,6,8,6,3,1
1385,18,5,6,7,2,1
1386,19,7,6,1,2,1
1387,18,5,8,0,4,0
1388,9,7,7,7,2,0
1389,18,6,11,5,4,1
1390,18,5,7,7,2,0
1391,19,7,6,3,2,1
1392,15,7,11,7,2,1
1393,18,7,8,6,4,1
1394,18,7,4,7,2,0
1395,15,7,3,1,2,0
1396,19,7,11,2,2,0
1397,18,6,8,6,3,1
1398,18,6,3,6,3,1
1399,19,5,4,7,2,0
1400,18,6,7,6,3,1
1401,5,5,11,7,2,0
1402,18,6,6,3,4,1
1403,10,2,9,6,3,1
1404,9,6,7,3,3,0
1405,20,6,11,6,4,1
1406,20,6,8,4,2,0
1407,19,6,8,2,2,1
1408,18,5,7,7,2,0
1409,9,5,6,7,2,0
1410,10,5,11,6,2,1
1411,9,5,4,6,3,0
1412,9,5,8,3,2,1
1413,20,5,6,7,2,1
1414,18,5,7,7,2,0
1415,9,5,3,0,2,0
1416,15,7,9,7,2,0
1417,19,6,3,7,2,1
1418,18,6,3,6,3,1
1419,27,7,4,7,2,0
1420,9,5,6,4,2,0
1421,5,7,8,6,2,1
1422,19,6,9,6,2,1
1423,15,6,6,7,4,0
1424,15,6,7,7,4,0
1425,18,7,7,7,2,0
1426,18,7,11,7,2,0
1427,27,7,4,6,3,1
1428,20,7,3,6,2,1
1429,19,7,11,7,2,1
1430,18,7,8,6,3,1
1431,5,5,11,3,2,0
1432,27,5,7,6,2,1
1433,18,7,9,3,2,1
1434,9,5,9,2,2,1
1435,18,6,8,6,3,1
1436,15,7,11,7,2,0
1437,18,7,7,6,3,1
1438,19,4,8,6,3,1
1439,27,5,9,6,3,1
1440,19,5,6,7,2,0
1441,19,5,4,6,3,0
1442,9,5,7,7,2,0
1443,25,5,11,6,3,0
1444,20,6,9,6,3,1
1445,18,6,8,7,4,1
1446,20,5,4,1,2,0
1447,9,5,11,6,2,1
1448,9,6,7,6,3,1
1449,19,5,6,7,3,1
1450,18,7,6,7,2,0
1451,9,4,7,6,3,0
1452,18,6,7,1,2,1
1453,19,5,7,6,3,1
1454,18,6,7,6,3,1
1455,27,5,8,6,3,0
1456,19,4,11,7,4,1
1457,18,6,4,6,3,1
1458,26,6,8,3,4,1
1459,15,7,7,7,2,0
1460,15,6,6,7,4,0
1461,5,7,6,0,2,0
1462,19,5,11,1,2,0
1463,15,6,8,7,4,0
1464,19,6,9,2,4,0
1465,15,6,4,6,4,0
1466,9,5,9,6,3,1
1467,18,7,8,7,2,1
1468,9,6,6,7,2,1
1469,9,5,11,7,2,1
1470,18,6,9,6,3,0
1471,0,7,7,7,2,1
1472,5,7,4,1,2,1
1473,10,5,9,7,2,0
1474,10,6,7,6,3,1
1475,9,6,9,6,3,0
1476,27,7,3,6,3,0
1477,27,5,4,4,2,1
1478,15,7,9,7,2,0
1479,9,7,8,4,2,0
1480,18,6,3,4,3,1
1481,19,5,8,6,3,1
1482,19,6,3,6,3,1
1483,26,5,7,6,3,1
1484,19,7,11,0,2,1
1485,15,6,9,7,4,0
1486,15,7,4,7,2,0
1487,15,6,3,7,4,0
1488,1,6,4,4,3,0
1489,27,6,6,6,3,1
1490,15,6,8,7,4,1
1491,5,7,9,6,2,0
1492,9,5,9,7,2,0
1493,15,6,9,7,4,0
1494,15,6,8,7,4,0
1495,15,6,9,7,4,0
1496,9,6,8,4,4,1
1497,18,5,6,7,2,1
1498,18,5,7,6,2,1
1499,18,5,11,7,2,0
1500,1,6,6,6,3,1
1501,19,5,4,7,2,1
1502,18,7,7,7,2,0
1503,15,7,6,7,2,0
1504,27,7,11,7,2,1
1505,19,7,8,2,2,1
1506,15,7,9,7,2,0
1507,18,5,8,7,2,1
1508,27,7,11,0,2,1
1509,18,5,6,7,2,1
1510,15,5,3,7,2,0
1511,9,5,11,7,2,1
1512,19,5,8,6,2,1
1513,27,5,4,1,2,1
1514,27,5,6,6,3,1
1515,19,6,8,6,3,0
1516,19,6,8,3,2,1
1517,19,5,3,1,2,0
1518,9,6,9,3,2,0
1519,18,5,8,6,2,1
1520,18,5,9,6,3,0
1521,9,7,4,4,2,0
1522,20,6,7,6,3,1
1523,19,5,7,4,2,1
1524,5,7,11,7,2,0
1525,19,5,3,3,2,0
1526,9,5,9,1,2,0
1527,18,5,4,4,2,0
1528,15,6,7,7,4,1
1529,19,7,9,7,2,1
1530,18,6,3,6,4,1
1531,18,6,8,7,4,1
1532,18,6,11,6,4,0
1533,5,6,4,6,4,0
1534,15,6,6,7,4,0
1535,15,6,9,7,4,0
1536,15,6,3,1,4,0
1537,27,6,7,4,2,1
1538,15,6,8,7,4,0
1539,9,6,7,1,3,1
1540,9,6,8,6,4,0
1541,19,5,6,4,2,1
1542,15,6,8,7,4,0
1543,15,6,7,7,4,0
1544,18,5,8,3,3,1
1545,15,6,9,7,4,0
1546,15,6,11,7,4,0
1547,15,6,4,7,4,0
1548,15,6,8,7,4,0
1549,15,7,9,7,2,0
1550,18,5,9,1,2,1
1551,15,7,7,3,2,1
1552,9,7,4,7,2,0
1553,5,7,4,7,2,1
1554,9,7,11,7,2,0
1555,9,5,6,7,2,1
1556,19,7,4,7,2,1
1557,18,7,11,6,2,1
1558,18,5,11,7,2,0
1559,27,7,6,4,2,0
1560,27,6,3,6,3,0
1561,9,7,4,4,2,1
1562,5,7,4,4,2,1
1563,18,5,11,2,2,1
1564,1,5,7,7,2,0
1565,18,7,9,7,2,1
1566,5,5,3,7,2,0
1567,27,6,11,6,4,0
1568,27,5,4,6,3,1
1569,15,6,3,1,3,0
1570,19,7,6,1,2,0
1571,5,6,3,6,3,0
1572,5,5,9,6,2,0
1573,18,6,11,2,2,0
1574,5,5,6,5,2,0
1575,18,5,7,6,2,0
1576,18,5,9,7,2,0
1577,18,6,7,3,3,1
1578,18,6,7,3,3,1
1579,18,5,8,7,2,0
1580,15,6,11,7,4,0
1581,15,6,4,7,4,0
1582,19,6,7,6,3,1
1583,27,5,9,3,2,0
1584,27,6,8,3,4,0
1585,20,6,8,7,2,1
1586,27,6,4,6,3,0
1587,18,6,7,3,4,1
1588,18,5,8,3,3,1
1589,27,6,7,3,3,1
1590,9,7,7,6,3,1
1591,15,5,6,7,2,0
1592,18,5,7,3,3,1
1593,26,7,11,6,2,0
1594,5,7,7,6,3,1
1595,19,6,7,6,3,1
1596,18,7,4,7,2,0
1597,27,7,7,6,3,1
1598,19,7,11,4,2,0
1599,9,7,8,4,2,1
1600,15,5,4,7,2,0
1601,5,7,11,6,3,0
1602,9,6,8,3,2,0
1603,18,5,3,6,2,1
1604,9,5,6,7,2,1
1605,18,7,4,3,3,0
1606,15,7,6,7,2,1
1607,10,5,7,3,2,1
1608,19,5,11,0,2,1
1609,27,6,8,3,2,0
1610,15,5,6,7,2,0
1611,9,6,8,6,3,1
1612,18,6,8,6,3,1
1613,20,5,9,7,2,1
1614,25,5,7,7,2,0
1615,18,5,4,4,2,0
1616,9,5,8,3,2,1
1617,5,5,11,6,3,0
1618,18,5,11,7,2,1
1619,19,6,8,6,3,1
1620,15,7,3,7,2,0
1621,1,6,4,6,3,1
1622,10,5,6,6,3,0
1623,15,7,6,7,2,1
1624,18,6,4,6,3,1
1625,27,6,9,6,3,0
1626,27,5,4,7,2,0
1627,27,6,4,6,3,0
1628,9,6,4,6,3,0
1629,27,5,9,7,2,0
1630,18,5,8,6,3,1
1631,15,6,11,7,4,0
1632,15,6,11,7,4,0
1633,15,6,8,7,4,0
1634,15,6,7,7,4,0
1635,15,6,7,7,4,0
1636,9,5,8,7,2,0
1637,15,6,11,7,4,0
1638,15,6,8,7,4,0
1639,15,6,7,7,4,0
1640,15,6,3,7,4,0
1641,9,6,4,5,2,1
1642,15,6,7,7,4,0
1643,15,6,6,7,4,0
1644,15,6,4,7,4,0
1645,19,6,11,6,4,0
1646,19,5,8,1,2,0
1647,9,7,4,6,3,1
1648,18,7,8,6,2,0
1649,10,7,6,7,2,1
1650,9,7,11,7,2,0
1651,27,7,7,7,2,0
1652,9,7,7,6,3,1
1653,15,5,11,3,2,0
1654,15,7,4,7,2,0
1655,25,7,6,7,2,0
1656,5,7,11,7,3,1
1657,27,7,6,7,2,0
1658,27,7,7,4,2,1
1659,18,7,7,3,3,1
1660,19,5,4,6,3,1
1661,10,5,7,4,2,0
1662,15,7,7,7,2,0
1663,18,5,11,6,2,1
1664,18,5,3,4,2,1
1665,18,5,3,3,2,1
1666,5,7,6,6,3,0
1667,18,7,11,7,2,0
1668,19,5,4,7,2,1
1669,9,7,5,7,2,1
1670,18,7,6,6,0,1
1671,18,5,6,6,3,1
1672,15,7,7,7,2,0
1673,9,7,7,2,2,0
1674,18,7,3,1,3,0
1675,15,5,4,7,2,0
1676,19,6,4,6,3,1
1677,18,6,7,6,3,1
1678,9,5,3,6,3,0
1679,19,6,7,6,4,1
1680,9,6,4,6,3,0
1681,18,5,11,6,3,1
1682,19,5,4,6,3,0
1683,18,5,3,1,2,0
1684,27,6,11,3,2,1
1685,18,5,6,6,3,1
1686,27,5,6,6,3,0
1687,9,4,6,6,0,1
1688,9,5,4,7,2,0
1689,18,7,3,3,3,1
1690,19,5,8,7,2,0
1691,19,5,7,7,2,0
1692,0,5,4,0,2,0
1693,27,6,4,3,2,0
1694,27,6,4,3,3,0
1695,27,6,4,6,3,1
1696,15,6,6,7,4,0
1697,15,6,8,7,4,0
1698,15,6,6,7,4,0
1699,15,6,9,7,4,0
1700,15,6,7,7,4,1
1701,9,6,4,6,3,1
1702,27,5,6,6,3,1
1703,18,7,3,7,2,0
1704,18,7,7,7,2,0
1705,18,7,8,7,2,0
1706,18,5,7,7,2,0
1707,19,7,8,6,3,1
1708,15,7,11,3,2,1
1709,19,4,7,6,3,1
1710,15,5,8,7,2,0
1711,20,7,9,7,2,1
1712,18,7,4,7,2,0
1713,18,7,6,7,2,0
1714,18,5,8,7,2,0
1715,18,5,11,6,3,1
1716,18,5,4,6,3,1
1717,19,6,9,6,3,0
1718,18,5,6,6,3,0
1719,27,5,9,4,2,0
1720,9,5,8,6,3,1
1721,18,5,4,4,2,0
1722,10,5,9,7,2,0
1723,9,5,7,4,2,0
1724,20,7,11,7,2,0
1725,19,5,4,6,3,1
1726,18,7,9,7,2,1
1727,27,5,11,6,3,1
1728,9,5,9,2,2,1
1729,18,5,6,7,2,1
1730,27,5,9,1,2,0
1731,15,7,4,7,2,0
1732,9,5,11,7,2,1
1733,27,6,8,4,2,1
1734,15,6,8,7,4,1
1735,18,6,4,6,3,1
1736,15,6,6,7,4,1
1737,15,6,11,7,4,0
1738,15,6,8,7,4,0
1739,27,6,9,4,2,0
1740,18,6,4,3,3,1
1741,15,6,4,7,4,0
1742,15,6,4,7,4,0
1743,15,6,4,7,4,0
1744,15,6,11,7,4,0
1745,15,6,11,7,4,1
1746,15,6,3,3,4,0
1747,15,6,4,7,4,0
1748,18,7,6,7,2,1
1749,18,7,6,3,2,1
1750,5,7,3,7,2,0
1751,18,7,4,6,3,0
1752,9,7,7,6,2,1
1753,9,7,7,4,2,0
1754,9,7,6,6,3,1
1755,18,5,3,0,2,0
1756,27,5,4,4,2,0
1757,18,7,8,3,2,1
1758,18,6,3,7,2,0
1759,19,5,8,4,2,1
1760,27,5,9,3,2,0
1761,18,6,11,3,4,0
1762,18,7,11,7,2,0
1763,19,6,9,6,3,1
1764,18,5,7,6,3,1
1765,18,6,4,6,3,1
1766,18,5,6,7,2,0
1767,18,5,4,3,3,0
1768,15,5,3,7,2,0
1769,27,5,8,7,2,0
1770,9,5,7,6,3,1
1771,18,7,9,4,2,0
1772,19,6,9,6,3,1
1773,19,2,7,3,3,1
1774,9,7,11,7,2,0
1775,18,5,9,7,2,0
1776,27,5,8,3,2,1
1777,18,5,4,6,3,0
1778,27,5,11,2,2,1
1779,27,5,7,6,3,1
1780,25,4,6,3,3,1
1781,18,5,6,7,2,0
1782,2,5,4,3,3,1
1783,19,5,3,6,3,1
1784,9,6,9,4,2,1
1785,18,6,7,3,3,0
1786,27,5,8,0,2,1
1787,18,6,11,6,4,1
1788,19,7,6,0,2,1
1789,18,7,4,7,2,0
1790,15,7,3,7,2,0
1791,15,7,11,7,2,0
1792,18,7,7,4,2,1
1793,15,7,4,7,2,0
1794,19,7,3,7,2,0
1795,9,6,7,2,3,1
1796,18,5,8,4,2,1
1797,9,5,6,7,2,0
1798,19,6,4,6,0,1
1799,19,6,7,6,3,1
1800,19,4,7,6,3,1
1801,19,4,4,6,3,1
1802,27,7,8,1,2,1
1803,5,6,4,7,4,0
1804,19,5,9,5,2,0
1805,0,5,8,7,2,1
1806,19,5,7,1,2,1
1807,9,5,7,6,3,1
1808,9,6,8,4,2,1
1809,5,5,4,2,2,1
1810,19,5,9,7,2,1
1811,18,5,11,2,2,1
1812,5,6,7,1,3,1
1813,5,7,7,7,2,1
1814,15,5,6,7,2,0
1815,15,6,9,7,4,0
1816,15,6,11,7,4,0
1817,18,6,7,6,4,1
1818,5,6,6,4,2,1
1819,15,6,3,7,4,0
1820,19,6,7,1,4,1
1821,15,6,11,7,4,0
1822,15,6,11,7,4,0
1823,15,6,3,7,4,1
1824,15,6,4,7,4,0
1825,18,5,6,3,2,0
1826,18,5,4,3,3,1
1827,15,7,6,7,2,0
1828,18,7,7,6,2,1
1829,10,7,11,7,2,0
1830,5,7,9,3,2,0
1831,15,7,11,7,2,0
1832,19,7,7,7,2,0
1833,9,7,11,7,2,0
1834,18,5,6,7,2,1
1835,27,7,8,6,2,1
1836,9,5,8,3,2,1
1837,9,5,11,3,2,0
1838,27,7,7,3,2,0
1839,19,5,6,6,3,1
1840,19,6,4,6,3,1
1841,20,5,3,2,2,0
1842,27,5,4,2,2,0
1843,19,6,11,6,4,1
1844,19,5,4,7,2,1
1845,5,4,9,6,3,1
1846,18,5,9,1,2,1
1847,10,4,9,6,3,0
1848,19,5,8,6,2,1
1849,19,5,11,7,2,1
1850,15,5,9,6,3,0
1851,18,5,11,6,3,1
1852,18,5,3,6,3,1
1853,9,5,9,6,3,1
1854,18,5,4,6,3,0
1855,5,5,8,6,2,1
1856,25,5,6,6,3,0
1857,15,5,8,6,3,0
1858,9,5,7,2,2,1
1859,15,7,6,7,2,1
1860,19,5,9,6,3,0
1861,19,5,4,3,2,1
1862,19,4,4,6,3,1
1863,15,7,9,6,3,0
1864,18,5,11,6,3,0
1865,19,7,8,6,3,1
1866,9,5,7,6,3,1
1867,19,5,6,6,3,1
1868,5,7,3,2,2,0
1869,27,6,9,3,4,0
1870,15,6,8,7,4,0
1871,15,6,11,7,4,1
1872,15,6,6,7,4,1
1873,9,6,4,6,3,0
1874,1,5,9,6,3,0
1875,18,7,4,6,3,0
1876,15,6,3,7,4,0
1877,15,6,11,7,4,0
1878,15,6,4,3,4,0
1879,18,5,7,6,3,1
1880,27,6,8,3,2,0
1881,15,6,8,7,4,0
1882,27,5,11,3,2,0
1883,15,7,8,7,2,0
1884,5,7,6,1,2,0
1885,18,7,4,7,2,0
1886,5,5,3,2,2,0
1887,19,7,3,1,2,0
1888,18,5,4,1,2,0
1889,27,7,6,3,2,1
1890,19,6,4,6,3,1
1891,27,7,3,2,2,1
1892,19,5,7,7,2,0
1893,19,5,3,6,3,1
1894,9,6,7,6,3,1
1895,15,5,4,7,2,0
1896,15,6,5,7,4,1
1897,26,6,8,7,2,0
1898,18,5,8,5,2,1
1899,18,6,8,7,4,0
1900,19,5,7,3,4,1
1901,19,5,11,7,4,0
1902,19,5,11,6,3,1
1903,18,5,7,5,2,1
1904,18,5,7,2,4,0
1905,19,7,7,6,2,1
1906,27,5,4,5,4,0
1907,19,4,7,6,3,1
1908,15,7,11,7,2,0
1909,19,5,11,1,4,1
1910,18,6,9,6,4,0
1911,15,6,4,7,4,0
1912,15,6,7,7,4,0
1913,15,6,7,7,4,0
1914,18,6,3,7,4,0
1915,1,6,8,6,3,1
1916,18,6,11,6,4,0
1917,15,6,4,7,4,0
1918,19,6,4,1,2,0
1919,27,5,8,6,4,1
1920,1,6,8,7,3,1
1921,15,6,4,7,4,0
1922,15,6,3,6,4,0
1923,15,6,6,7,4,0
1924,9,6,8,7,4,0
1925,18,5,8,6,3,0
